,date,open,high,low,close,volume,trade_count,vwap,15min_close,is_positive_start,is_positive_end,15min_volume
0,2021-06-30,3441.06,3471.6019,3435.0,3440.16,2400857,112608,3452.974956,3466.075,True,False,72800.0
1,2021-07-01,3434.61,3457.0,3409.4206,3432.97,2033918,112428,3431.426542,3439.0,True,False,59038.0
2,2021-07-02,3451.47,3511.72,3436.92,3510.98,3175223,149155,3481.033232,3439.745,False,True,62190.0
3,2021-07-06,3530.0,3685.48,3529.0,3675.74,6760917,370529,3633.74707,3631.875,True,True,268767.0
4,2021-07-07,3717.29,3734.2,3678.91,3696.58,5323498,268875,3705.744769,3686.7701,False,True,236414.0
5,2021-07-08,3643.56,3759.9855,3621.12,3731.41,5171555,263665,3700.154501,3652.76,False,True,105944.0
6,2021-07-09,3722.52,3748.0,3693.3968,3719.34,3740680,185207,3721.569134,3707.7009,True,True,235619.0
7,2021-07-12,3744.24,3757.2899,3696.7929,3718.55,2570433,141400,3719.248312,3718.567,True,False,107070.0
8,2021-07-13,3702.1,3773.0782,3671.32,3677.36,3835425,190075,3722.775264,3758.0,False,False,213498.0
9,2021-07-14,3708.85,3717.66,3660.8266,3681.68,3297376,156044,3693.415255,3693.94,True,False,86416.0
10,2021-07-15,3694.2,3695.4,3620.92,3631.2,3176969,179806,3645.995253,3655.905,False,False,114348.0
11,2021-07-16,3633.31,3646.0599,3570.455,3573.63,4035532,185723,3590.834453,3598.4,True,False,172790.0
12,2021-07-19,3532.58,3550.21,3499.16,3549.59,3764914,205547,3529.572509,3524.14,False,True,147542.0
13,2021-07-20,3567.32,3592.0,3518.0,3573.19,3243051,160701,3564.013879,3557.955,True,True,163536.0
14,2021-07-21,3575.0,3586.45,3543.6415,3585.2,2326095,125840,3569.607052,3574.0,True,True,76914.0
15,2021-07-22,3586.42,3640.02,3582.27,3638.03,3258876,134060,3624.379076,3628.43,True,True,109853.0
16,2021-07-23,3640.0,3666.11,3622.04,3656.64,2432714,123826,3651.583455,3650.58,False,True,70151.0
17,2021-07-26,3673.17,3712.08,3647.25,3699.82,2897688,141804,3693.318238,3691.7787,False,True,88706.0
18,2021-07-27,3698.5,3698.5,3586.15,3626.39,4130019,215804,3624.391695,3632.99,False,False,149006.0
19,2021-07-28,3633.78,3658.4204,3601.0,3630.32,2989546,152646,3630.499642,3634.585,False,False,122837.0
20,2021-07-29,3627.75,3637.95,3580.01,3599.92,5513918,346412,3521.52039,3618.2,False,False,91916.0
21,2021-07-30,3346.81,3368.14,3306.98,3327.59,9959886,624849,3341.875528,3340.185,False,False,502174.0
22,2021-08-02,3353.1,3358.92,3317.0,3331.48,3348696,251448,3333.893434,3333.435,True,False,121988.0
23,2021-08-03,3340.72,3391.0,3299.77,3366.24,4143288,245804,3347.213386,3305.0,False,True,122296.0
24,2021-08-04,3379.35,3388.88,3345.56,3354.72,2179790,145204,3360.989235,3357.0,False,False,99707.0
25,2021-08-05,3356.22,3389.0,3340.92,3375.99,2461786,137883,3373.730986,3380.1737,True,False,175514.0
26,2021-08-06,3375.0,3375.0,3329.0373,3344.94,2667008,156530,3344.925047,3354.7,True,False,75726.0
27,2021-08-09,3343.61,3354.88,3328.52,3341.87,2146043,121956,3340.744513,3351.26,True,False,150260.0
28,2021-08-10,3345.01,3358.0,3315.0,3320.68,2410339,140678,3328.248567,3321.54,False,False,241031.0
29,2021-08-11,3330.75,3337.7,3277.79,3292.11,2947775,194036,3298.255134,3305.15,False,False,126898.0
30,2021-08-12,3291.5,3314.51,3269.67,3303.5,2323609,137427,3296.06187,3288.68,False,True,95019.0
31,2021-08-13,3305.67,3306.065,3283.0,3293.97,2085925,122129,3291.216336,3290.32,False,True,90283.0
32,2021-08-16,3283.0,3300.0,3211.13,3298.99,3325349,207542,3258.968562,3227.57,True,True,199244.0
33,2021-08-17,3277.5,3280.49,3225.68,3241.96,3384579,187151,3248.170654,3278.4884,True,False,113176.0
34,2021-08-18,3241.99,3254.0975,3200.0,3201.22,3023075,173098,3222.832631,3223.51,False,False,99815.0
35,2021-08-19,3197.89,3233.0,3182.4637,3187.75,3773827,190757,3204.955732,3210.5024,False,False,134615.0
36,2021-08-20,3199.11,3207.81,3175.76,3199.95,3353321,191831,3190.604238,3196.2668,False,True,85005.0
37,2021-08-23,3211.9,3280.9,3210.005,3265.87,3269513,161814,3257.65027,3247.4,False,True,78448.0
38,2021-08-24,3280.0,3315.4942,3274.58,3305.78,2563649,146835,3299.813158,3308.09,True,False,158938.0
39,2021-08-25,3309.87,3321.0,3286.15,3299.18,1678968,116032,3298.715197,3299.927,True,False,91696.0
40,2021-08-26,3299.0,3332.0,3296.0,3316.0,2095043,118262,3316.01222,3307.1469,False,True,73886.0
41,2021-08-27,3333.23,3352.32,3313.75,3349.63,2393292,128690,3337.091286,3322.18,False,True,61741.0
42,2021-08-30,3355.22,3445.0,3355.22,3421.57,3199507,191439,3417.014792,3427.0,True,False,265172.0
43,2021-08-31,3424.8,3472.58,3395.59,3470.79,4345524,170513,3451.463175,3432.355,False,True,99202.0
44,2021-09-01,3496.58,3527.0,3475.24,3479.0,3626671,208798,3504.355201,3510.99,False,False,93318.0
45,2021-09-02,3494.76,3511.9608,3455.0,3463.12,2923170,149167,3482.620542,3500.21,True,False,94746.0
46,2021-09-03,3453.94,3482.67,3436.44,3478.05,2577605,137555,3459.441332,3451.9284,True,True,116395.0
47,2021-09-07,3478.0,3528.09,3476.94,3509.29,2739310,156493,3510.373117,3513.665,True,False,136228.0
48,2021-09-08,3511.65,3545.63,3495.67,3525.5,3036366,154725,3520.620942,3524.012,False,True,189299.0
49,2021-09-09,3525.5,3549.99,3480.37,3484.16,2717502,145238,3512.906881,3528.51,False,False,102418.0
50,2021-09-10,3496.76,3508.45,3462.9055,3469.15,2395481,128036,3484.37505,3478.5,False,False,93485.0
51,2021-09-13,3482.8,3497.96,3438.0001,3457.17,2566197,134372,3462.424828,3464.81,True,False,87780.0
52,2021-09-14,3475.55,3486.806,3437.7104,3450.0,1961889,114437,3458.573833,3461.25,False,False,79729.0
53,2021-09-15,3442.52,3485.42,3402.01,3475.79,2955287,156835,3444.875277,3415.53,True,True,130741.0
54,2021-09-16,3460.0,3492.55,3446.1432,3488.24,2582303,120655,3473.195263,3464.0,True,True,81349.0
55,2021-09-17,3488.24,3497.41,3452.13,3462.52,4636336,139269,3471.043765,3479.7,False,False,95855.0
56,2021-09-20,3396.0,3419.0,3305.01,3355.73,4658465,261900,3353.727041,3367.6,False,False,122042.0
57,2021-09-21,3375.0,3379.7,3332.39,3343.63,2777876,150363,3354.849499,3360.435,True,False,114527.0
58,2021-09-22,3351.0,3389.0,3341.05,3380.05,2400891,129748,3370.544935,3366.03,False,True,79685.0
59,2021-09-23,3380.05,3428.96,3380.05,3416.0,2370832,121667,3411.205457,3407.9399,False,True,64789.0
60,2021-09-24,3400.62,3429.26,3393.4,3425.52,2112875,108793,3409.016269,3400.955,False,True,60101.0
61,2021-09-27,3371.5,3415.57,3339.61,3405.8,3624334,174998,3375.624353,3353.68,False,True,141851.0
62,2021-09-28,3357.71,3369.19,3290.1001,3315.96,4414717,229748,3319.776709,3332.98,True,False,119727.0
63,2021-09-29,3322.11,3351.3,3297.87,3301.12,2542414,136410,3320.25441,3337.94,False,False,97060.0
64,2021-09-30,3316.0,3327.85,3273.99,3285.04,2805340,142045,3298.69641,3307.155,False,False,67170.0
65,2021-10-01,3289.01,3309.1746,3255.94,3283.26,2827593,155506,3278.155572,3262.69,False,True,97728.0
66,2021-10-04,3279.39,3279.99,3176.25,3189.78,4502827,283764,3200.655928,3191.9582,False,False,320341.0
67,2021-10-05,3204.5,3260.73,3202.464,3221.0,3263005,156544,3235.601291,3245.32,True,False,119795.0
68,2021-10-06,3213.98,3264.34,3198.62,3262.01,2507086,140601,3240.006444,3245.04,True,True,108925.0
69,2021-10-07,3291.54,3325.746,3283.06,3302.43,2403404,139827,3311.217189,3320.57,True,False,106633.0
70,2021-10-08,3316.08,3321.43,3288.2,3288.62,1991022,117768,3302.399411,3301.42,False,False,91937.0
71,2021-10-11,3275.0,3292.5899,3238.1,3246.3,2027352,138335,3263.216502,3278.0,False,False,69294.0
72,2021-10-12,3257.0,3267.528,3236.28,3247.33,1802111,112764,3250.57467,3246.9,False,True,55472.0
73,2021-10-13,3269.71,3288.38,3261.0889,3284.28,2402497,115636,3277.622502,3278.25,True,True,87687.0
74,2021-10-14,3300.3,3312.6,3290.78,3299.86,2105006,114038,3303.065281,3305.5,True,False,43983.0
75,2021-10-15,3311.42,3410.42,3304.0,3409.02,5148757,217984,3372.728616,3343.36,True,True,350977.0
76,2021-10-18,3385.58,3449.17,3385.1,3446.74,3136732,178514,3424.527723,3406.36,False,True,123036.0
77,2021-10-19,3434.29,3454.69,3422.0,3444.15,2364026,135310,3438.726091,3433.82,False,True,58690.0
78,2021-10-20,3452.15,3462.86,3400.37,3415.06,2118826,130653,3426.466503,3435.9,False,False,81047.0
79,2021-10-21,3413.5,3440.28,3403.0,3435.01,1862210,117685,3429.136422,3436.34,True,False,79200.0
80,2021-10-22,3419.8,3429.84,3331.3,3335.55,3097327,189103,3363.647027,3396.345,False,False,125337.0
81,2021-10-25,3335.84,3347.7997,3297.7,3320.37,2212426,164172,3319.159865,3305.38,False,True,73532.0
82,2021-10-26,3352.0,3416.12,3343.98,3376.07,2677436,164753,3385.927808,3408.0,False,False,93825.0
83,2021-10-27,3388.0,3437.0,3371.4534,3392.49,2678221,165140,3401.686046,3386.715,False,True,89190.0
84,2021-10-28,3400.0,3479.0,3386.0,3446.57,5677896,301081,3416.588466,3436.0,True,True,186672.0
85,2021-10-29,3300.0,3374.82,3273.32,3372.43,6453685,338851,3332.908913,3309.5,False,True,234952.0
86,2021-11-01,3361.8,3375.86,3292.02,3318.11,3596411,231513,3324.958925,3334.819,False,False,106082.0
87,2021-11-02,3315.01,3331.115,3283.55,3312.75,2633153,168168,3304.159039,3302.41,False,True,107787.0
88,2021-11-03,3309.0,3394.92,3297.52,3384.0,3394906,189854,3351.205029,3316.47,True,True,57159.0
89,2021-11-04,3370.0,3498.625,3365.0001,3477.0,5354754,266924,3459.04997,3453.55,False,True,207907.0
90,2021-11-05,3477.0,3566.25,3476.98,3518.99,4995855,248577,3529.890746,3530.58,True,False,108018.0
91,2021-11-08,3523.24,3579.0,3487.86,3488.98,3074002,194028,3519.314216,3561.12,True,False,428623.0
92,2021-11-09,3515.25,3593.77,3501.425,3576.23,4293468,232121,3556.376752,3531.59,True,True,310955.0
93,2021-11-10,3563.87,3605.45,3463.09,3482.05,4041529,236649,3539.294577,3581.15,True,False,428359.0
94,2021-11-11,3513.0,3543.24,3467.47,3472.5,2263982,139683,3501.462838,3513.745,False,False,256386.0
95,2021-11-12,3485.0,3540.7262,3447.05,3525.15,2687845,150573,3508.248089,3469.6599,False,True,302056.0
96,2021-11-15,3537.0,3593.88,3525.81,3545.68,2928749,160826,3551.944941,3576.3691,True,False,303954.0
97,2021-11-16,3538.14,3576.5,3525.1466,3540.7,2216360,128369,3547.283344,3561.26,True,False,237520.0
98,2021-11-17,3564.72,3587.245,3545.35,3549.0,2563499,149687,3565.117697,3576.495,True,False,332785.0
99,2021-11-18,3563.61,3704.2,3561.0,3696.06,5707407,294492,3652.977313,3580.05,True,True,246743.0
100,2021-11-19,3712.69,3762.145,3675.72,3676.57,4943421,255694,3720.715157,3748.52,True,False,778444.0
101,2021-11-22,3676.0,3713.455,3567.5,3572.57,4847786,278603,3614.225353,3685.27,True,False,427292.0
102,2021-11-23,3585.04,3621.05,3527.71,3580.04,3689202,179106,3569.127063,3605.0,True,False,419719.0
103,2021-11-24,3562.67,3613.64,3536.85,3580.41,2323779,141449,3577.084566,3549.4901,False,True,192540.0
104,2021-11-26,3601.05,3633.5,3504.15,3504.56,2987381,172647,3546.142906,3563.8,False,False,484695.0
105,2021-11-29,3545.0,3596.0,3531.5001,3561.57,3262433,176584,3569.519184,3546.2301,True,True,355741.0
106,2021-11-30,3563.5,3585.77,3492.01,3507.07,4009839,213567,3523.368204,3570.4,True,False,228573.0
107,2021-12-01,3543.38,3559.88,3441.6,3443.72,3748838,209486,3502.354185,3530.95,False,False,290151.0
108,2021-12-02,3460.0,3492.7,3423.75,3437.36,3217530,178434,3449.100359,3472.465,True,False,282590.0
109,2021-12-03,3455.0,3469.865,3338.6,3389.79,4034206,239773,3385.563907,3432.0,False,False,275432.0
110,2021-12-06,3393.0,3473.91,3338.69,3427.37,3441661,198918,3418.71892,3369.6256,False,True,321918.0
111,2021-12-07,3492.0,3549.99,3466.69,3523.29,3326071,175616,3519.330375,3493.76,True,True,326595.0
112,2021-12-08,3523.01,3543.6,3495.01,3523.16,2261335,135088,3518.275,3531.399,True,False,243132.0
113,2021-12-09,3515.82,3539.39,3482.79,3483.42,2299994,130705,3500.134669,3535.72,True,False,168504.0
114,2021-12-10,3508.34,3518.54,3410.0,3444.24,3035164,171708,3440.910694,3483.99,False,False,226123.0
115,2021-12-13,3437.95,3442.0,3382.6,3391.35,3116195,175622,3400.415809,3426.0196,False,False,194956.0
116,2021-12-14,3351.0,3389.98,3328.8,3381.83,2793610,170380,3359.33753,3374.0,True,True,287437.0
117,2021-12-15,3371.96,3472.0,3303.9,3466.3,3783732,222196,3382.769989,3355.15,False,True,152174.0
118,2021-12-16,3466.3,3483.32,3363.205,3377.42,3039735,178768,3405.632638,3455.68,False,False,293173.0
119,2021-12-17,3354.21,3417.97,3312.271,3400.35,4281274,168151,3382.983731,3315.77,False,True,514682.0
120,2021-12-20,3337.0,3357.4851,3312.0,3341.58,2862082,192801,3335.404709,3347.4,True,False,310335.0
121,2021-12-21,3357.01,3414.3299,3312.95,3408.34,2796175,186992,3374.817453,3336.93,False,True,216303.0
122,2021-12-22,3383.0,3441.0,3370.01,3420.74,2755455,158405,3410.640447,3418.5756,True,True,248250.0
123,2021-12-23,3408.56,3439.5,3403.0,3421.37,1887671,120515,3424.918456,3416.73,True,True,202362.0
124,2021-12-27,3420.74,3458.86,3384.31,3393.39,2941300,198755,3409.632309,3450.5872,True,False,388042.0
125,2021-12-28,3403.65,3443.5176,3382.71,3413.22,2734206,161349,3415.246978,3399.2,False,True,198743.0
126,2021-12-29,3416.8,3424.24,3372.0101,3384.02,1786670,130974,3387.539749,3412.9025,False,False,130223.0
127,2021-12-30,3392.95,3417.76,3370.48,3372.89,1878330,128109,3393.661853,3378.2363,False,False,137360.0
128,2021-12-31,3379.12,3387.0,3331.17,3334.34,2430474,140652,3350.069376,3377.0001,False,False,131875.0
129,2022-01-03,3352.77,3414.07,3323.21,3408.09,3192069,187619,3389.105982,3352.777,True,True,313362.0
130,2022-01-04,3408.76,3428.0,3326.99,3350.44,3533192,216128,3358.544328,3410.07,True,False,331607.0
