,date,open,high,low,close,volume,trade_count,vwap,15min_close,is_positive_start,is_positive_end,15min_volume
0,2021-06-30,166.94,168.6,166.37,168.46,588386,14339,167.866177,167.15,False,True,15154.0
1,2021-07-01,169.95,172.24,169.37,172.03,674047,13149,171.416565,172.1499,True,False,23246.0
2,2021-07-02,172.47,172.52,169.89,170.65,501259,11809,171.116849,171.6943,False,False,14898.0
3,2021-07-06,170.81,171.16,166.57,168.56,665749,12263,168.311698,167.51,True,True,32952.0
4,2021-07-07,168.26,171.6,166.791,170.04,740921,18314,169.62756,167.17,False,True,47118.0
5,2021-07-08,165.12,168.45,163.2,167.91,730399,15579,166.720944,166.11,True,True,19538.0
6,2021-07-09,170.23,176.32,169.5,175.51,1312240,24265,174.649533,173.89,False,True,55275.0
7,2021-07-12,176.65,192.7682,176.01,187.49,3652049,52525,187.622982,188.6298,True,False,173505.0
8,2021-07-13,185.86,188.99,184.0501,184.86,1098004,22721,185.544949,185.08,False,False,30559.0
9,2021-07-14,185.67,190.53,181.34,182.52,1124296,21847,184.745254,185.06,False,False,85161.0
10,2021-07-15,183.0,190.315,182.65,185.83,1477128,23565,186.501502,187.655,True,False,52812.0
11,2021-07-16,187.0,188.9399,179.46,180.66,974898,18732,181.793945,182.71,True,False,28392.0
12,2021-07-19,173.5,179.65,170.24,178.08,1750350,31406,175.860585,175.3,True,True,61622.0
13,2021-07-20,179.32,188.71,178.57,187.25,1264156,28620,186.042943,185.78,False,True,67869.0
14,2021-07-21,193.89,198.33,189.23,190.22,1823735,31706,192.453388,192.12,False,False,67280.0
15,2021-07-22,192.19,194.33,189.29,192.76,810690,17494,192.227711,192.67,False,True,21215.0
16,2021-07-23,192.69,193.6764,186.25,190.35,904694,21715,189.283684,187.73,True,True,31320.0
17,2021-07-26,191.46,194.92,190.52,194.84,1037440,21342,193.458514,192.6,True,True,80922.0
18,2021-07-27,190.51,191.99,184.95,188.99,1195907,24747,188.518129,190.735,True,False,32560.0
19,2021-07-28,189.7,195.5,189.38,194.54,770990,19070,193.492703,190.885,True,True,33615.0
20,2021-07-29,197.6,211.0,195.81,202.82,2549295,45575,205.311156,208.45,False,False,157851.0
21,2021-07-30,201.83,207.59,201.511,206.04,1554025,20589,205.648014,203.295,False,True,62377.0
22,2021-08-02,208.36,208.96,204.63,206.9,1107583,24980,207.111844,207.065,False,False,79551.0
23,2021-08-03,205.81,207.809,201.55,206.98,1043929,21430,205.492011,206.9,False,True,28331.0
24,2021-08-04,209.335,212.04,206.07,206.84,1153124,23433,208.625609,210.1566,False,False,37696.0
25,2021-08-05,209.47,226.2198,208.31,218.62,2504972,44206,218.275888,218.7,True,False,110470.0
26,2021-08-06,221.29,227.39,215.02,226.71,1650923,33385,223.785589,222.65,True,True,76336.0
27,2021-08-09,224.55,232.53,220.08,231.38,1424835,25286,228.711611,226.2,True,True,27714.0
28,2021-08-10,232.91,242.01,232.3,239.03,1977019,37949,238.276551,239.6,False,False,190577.0
29,2021-08-11,240.535,242.07,227.74,235.99,1916018,35075,234.121528,235.79,True,True,51733.0
30,2021-08-12,235.96,237.56,230.42,236.54,1090639,21413,234.440782,233.9,True,True,34393.0
31,2021-08-13,237.82,239.96,233.15,235.22,849174,17591,236.529109,238.0,False,False,27306.0
32,2021-08-16,231.95,232.45,221.3544,225.9,2142395,36120,225.143912,224.16,True,True,77569.0
33,2021-08-17,220.5,223.75,210.76,216.45,2132958,36303,215.752569,219.16,False,False,49473.0
34,2021-08-18,217.0,221.6799,215.1484,217.73,944561,19584,219.003821,219.68,True,False,60162.0
35,2021-08-19,211.02,217.07,210.52,213.35,1359292,23693,214.105835,214.08,False,False,56153.0
36,2021-08-20,213.46,220.51,213.73,219.68,1112858,21363,218.234854,217.08,True,True,32086.0
