date,open,high,low,close,volume,trade_count,vwap,15min_close,is_positive_start,is_positive_end,15min_volume,atr
2019-05-16,229.49,231.0,226.5,228.33,7487322,81277,228.615843,230.0,True,False,549098.0,9.366821428571429
2019-05-17,222.22,222.24,208.92,211.03,17791466,195064,216.258044,218.3337,False,False,306294.0,9.909678571428573
2019-05-20,202.8,206.0,195.25,205.36,20540595,208157,201.552208,200.29,True,True,922427.0,10.52182142857143
2019-05-21,197.96,207.4,196.04,205.08,18014005,168916,202.635642,201.5139,True,True,1074393.0,10.726107142857146
2019-05-22,199.3,203.94,191.78,192.73,18685302,188159,196.496471,199.11,False,False,869305.0,10.738964285714289
2019-05-23,193.95,199.465,186.22,195.49,26562492,237586,194.07671,194.37,False,True,1011392.0,10.74789285714286
2019-05-24,199.96,199.98,188.7505,190.63,14136572,138857,192.46375,191.72,False,False,614657.0,10.846435714285718
2019-05-28,191.11,195.0,187.85,188.7,10313036,104206,190.370226,189.085,False,False,460101.0,10.492150000000006
2019-05-29,187.26,192.39,185.0401,189.86,11968638,111314,188.868183,189.82,False,True,401274.0,10.560071428571433
2019-05-30,188.74,192.255,187.02,188.22,7983850,77290,188.76927,187.5,False,True,277828.0,10.369957142857146
2019-05-31,185.1,189.9204,184.1,185.16,10411393,97934,186.350205,187.59,True,False,585845.0,10.359271428571432
2019-06-03,185.51,186.68,176.9919,178.97,13070210,129295,180.7276,182.58,True,False,562979.0,9.978421428571433
2019-06-04,181.1,193.98,179.61,193.6,13807722,131334,188.343897,185.393,False,True,441783.0,10.515564285714289
2019-06-05,198.68,201.2782,191.8486,196.59,13512215,123501,195.900896,193.295,False,True,812286.0,10.675535714285717
2019-06-06,204.09,211.0,201.8,205.95,20272286,177549,206.113417,208.36,True,False,1503410.0,11.315535714285717
2019-06-07,204.8,210.8438,203.499,204.5,16013527,157397,207.146833,209.32,False,False,584380.0,10.453735714285715
2019-06-10,210.1,216.94,209.01,212.88,10594223,101190,213.451631,214.73,True,False,382281.0,10.215164285714286
2019-06-11,219.29,220.9,213.5,217.1,11653542,105397,217.234945,216.645,False,True,613087.0,9.976592857142858
2019-06-12,222.96,223.38,209.0,209.26,15214834,142266,214.328205,211.3782,False,False,1168422.0,10.053735714285713
2019-06-13,210.38,214.9,207.5103,213.91,8168260,74417,212.341523,212.86,False,True,450952.0,9.635499999999999
2019-06-14,211.48,216.65,210.4,214.92,7433669,72351,213.708723,215.1096,False,False,288882.0,9.279821428571427
2019-06-17,214.88,227.0,214.27,225.03,12316903,114460,223.294986,223.6685,True,True,732298.0,9.678392857142855
2019-06-18,228.72,234.74,222.56,224.74,12716192,132942,228.951333,231.92,False,False,506354.0,10.023399999999999
2019-06-19,225.11,227.77,221.06,226.43,6575330,66892,225.468081,226.5791,True,False,263784.0,10.128757142857143
2019-06-20,222.82,226.9,216.35,219.62,11863887,117872,221.024126,223.11,False,False,482536.0,10.466585714285715
2019-06-21,216.27,222.18,215.5,221.86,8202093,74902,219.641408,221.49,True,True,467272.0,10.251721428571429
2019-06-24,223.24,225.86,221.02,223.64,5752470,59145,223.481073,223.44,False,True,281328.0,9.525292857142858
2019-06-25,224.39,225.34,219.49,219.76,6182723,56479,221.304568,220.75,False,False,313937.0,9.269607142857144
