date,open,high,low,close,volume,trade_count,vwap,15min_close,is_positive_start,is_positive_end,15min_volume,atr
2019-05-16,189.88,192.4689,188.84,190.08,33056364,227815,190.432742,191.0903,True,False,1430547.0,6.50885
2019-05-17,187.04,190.9,186.76,189.0,32883036,231412,188.905135,189.34,True,False,1139692.0,6.653850000000001
2019-05-20,183.5,184.349,180.2839,183.09,38737576,290348,182.735109,183.32,False,False,1612174.0,6.883571428571431
2019-05-21,185.05,188.0,184.7,186.6,28519035,191748,186.742916,187.3992,True,False,1450868.0,6.1885714285714295
2019-05-22,184.66,185.71,182.55,182.78,29770156,213840,183.700436,183.65,False,False,1338699.0,6.154999999999999
2019-05-23,179.72,180.54,177.81,179.66,36529958,266847,179.335312,179.72,True,False,1226395.0,6.317857142857142
2019-05-24,180.2,182.14,178.62,178.97,23714691,182469,180.126875,180.4299,False,False,761412.0,5.979999999999998
2019-05-28,178.9,180.59,177.91,178.23,27948754,190012,178.871282,178.65,False,False,1007546.0,5.624642857142855
2019-05-29,176.44,179.35,176.0,177.38,28481265,212724,177.558183,178.68,False,False,904305.0,5.607499999999997
2019-05-30,177.95,179.23,176.67,178.3,21218610,165759,177.974305,178.4352,False,False,987539.0,5.344642857142854
2019-05-31,176.0,177.99,174.99,175.07,27044670,204350,176.350435,177.09,False,False,905071.0,5.013214285714284
2019-06-03,175.44,177.92,170.27,173.3,40415704,306918,174.398957,176.59,False,False,1016079.0,4.536071428571424
2019-06-04,175.43,179.83,174.52,179.64,30967980,239721,178.126175,177.86,True,True,1529202.0,4.6960714285714245
2019-06-05,184.39,184.99,181.14,182.54,29776113,239336,182.844357,181.86,False,True,1384849.0,4.66892857142857
2019-06-06,183.0,185.47,182.1489,185.22,22526855,160318,183.980468,183.21,True,True,1006764.0,4.646942857142856
2019-06-07,186.63,191.92,185.77,190.15,30684393,236608,189.782703,190.21,True,False,1889424.0,4.829799999999998
2019-06-10,192.0,195.37,191.62,192.58,26221356,198725,193.303431,193.5605,False,False,958954.0,4.580078571428568
2019-06-11,194.93,196.0,193.6,194.81,26933004,180622,194.67129,195.121,False,False,1270277.0,4.473649999999997
2019-06-12,193.99,195.97,193.385,194.19,18253245,129979,194.587052,194.8733,True,False,813218.0,4.369007142857141
2019-06-13,194.73,196.79,193.6,194.15,21900245,143187,195.046754,196.0868,True,False,781867.0,4.241864285714284
2019-06-14,191.49,193.5863,190.3,192.74,18761474,144375,192.184829,191.8,True,True,607207.0,4.265435714285713
2019-06-17,192.86,194.96,192.17,193.89,14669321,114811,194.103315,194.745,True,False,568364.0,4.273292857142857
2019-06-18,196.0,200.29,195.21,198.45,26561004,213983,198.757091,199.9,True,False,943020.0,4.49115
2019-06-19,199.67,199.88,197.31,197.87,21124500,155705,198.274395,198.485,True,False,439109.0,4.491864285714286
2019-06-20,200.22,200.61,198.03,199.46,22104075,168123,199.309777,198.7,False,True,857482.0,4.45115
2019-06-21,198.8,200.85,198.15,198.78,48381066,182765,199.238009,199.99,True,False,1247518.0,4.097578571428572
2019-06-24,198.54,200.16,198.17,198.58,18770919,132998,199.167024,199.64,True,False,1029220.0,3.773292857142859
2019-06-25,198.43,199.26,195.29,195.57,21190719,176392,197.094734,198.01,False,False,756813.0,3.6747214285714285
2019-06-26,197.77,200.99,197.35,199.8,26072569,203315,199.983354,200.13,False,False,856407.0,3.8246428571428583
2019-06-27,200.19,201.57,199.57,199.74,20899992,148529,200.155093,200.44,False,False,631563.0,3.4889285714285734
2019-06-28,198.61,199.495,197.05,197.92,31110642,182093,197.989221,198.1747,True,False,733205.0,3.3082142857142878
2019-07-01,203.1,204.49,200.65,201.55,27351997,236771,202.330181,202.955,True,False,934759.0,3.53321428571429
2019-07-02,201.46,203.1323,201.36,202.73,16945217,155947,202.32654,202.62,False,True,887442.0,3.4751642857142877
2019-07-03,203.13,204.44,202.6901,204.41,11362045,93206,203.743345,203.6,True,True,679161.0,3.372300000000002
2019-07-05,202.9,205.08,202.9,204.23,17265518,161208,204.236555,203.61,False,True,658283.0,3.2530142857142885
2019-07-08,200.78,201.4,198.41,200.02,25362652,217564,199.782773,199.69,True,True,807875.0,3.469442857142858
2019-07-09,199.05,201.51,198.81,201.24,20578015,170459,200.578316,200.4999,True,True,675133.0,3.2051571428571424
2019-07-10,201.85,203.73,201.56,203.23,17897309,148883,203.071686,203.125,True,True,610806.0,3.1994428571428557
2019-07-11,203.15,204.39,201.71,201.75,20195795,155464,203.047383,203.5197,True,False,566795.0,3.195157142857139
2019-07-12,202.44,204.0,202.2,203.3,17598953,145631,203.413075,203.39,False,False,620235.0,3.163014285714283
2019-07-15,204.06,205.87,204.0,205.21,16948420,138131,205.016937,205.1315,True,True,541816.0,3.2044428571428534
2019-07-16,204.59,206.11,203.5,204.5,16866853,137721,204.735061,205.855,True,False,340006.0,3.1072999999999973
2019-07-17,204.05,205.0915,203.27,203.35,14107779,109620,204.208618,204.26,False,False,624582.0,2.850264285714281
2019-07-18,203.91,205.88,203.7,205.66,18582235,143291,205.081276,204.83,False,True,563059.0,2.8881214285714236
2019-07-19,206.0,206.5,202.36,202.59,20929307,156565,204.258929,205.13,False,False,493146.0,2.9916928571428514
2019-07-22,203.81,207.23,203.61,207.22,22284954,166040,206.182407,205.88,False,True,837495.0,2.853835714285706
2019-07-23,208.46,208.91,207.29,208.84,18655280,138006,208.125849,208.24,True,True,466197.0,2.8479571428571364
2019-07-24,207.7,209.15,207.17,208.67,14991737,114746,208.24574,208.72,False,False,481278.0,2.8643928571428523
2019-07-25,208.83,209.24,206.73,207.02,13909671,123732,207.758646,208.67,True,False,493349.0,2.8879642857142818
2019-07-26,207.45,209.73,207.14,207.74,17655626,136953,208.196327,207.8601,False,False,561527.0,2.6658214285714235
2019-07-29,208.46,210.64,208.44,209.68,21673759,176161,209.848142,209.98,True,False,911918.0,2.680107142857137
2019-07-30,208.74,210.16,207.31,208.78,33946830,267609,210.025685,207.35,False,True,895149.0,2.7058214285714235
2019-07-31,216.35,221.37,211.3,213.04,69281704,528878,217.144984,217.98,True,False,2812458.0,3.4136785714285685
2019-08-01,214.02,218.03,206.7435,208.43,54328234,452277,212.212901,216.88,True,False,1285880.0,4.059142857142853
2019-08-02,205.26,206.43,201.63,204.02,40862969,344868,203.906676,202.63,False,True,2206646.0,4.361285714285712
